"","db","query","phylum","class","order","family","genus","species","ncbi"
"6870","itis","Neocouma ternstroemiacea",NA,NA,NA,NA,NA,NA,NA
"6871","itis","Neohypnella diversifolia",NA,NA,NA,NA,NA,NA,NA
"6872","itis","Neomitranthes obtusa",NA,NA,NA,NA,NA,NA,NA
"6873","itis","Neoptychocarpus killipii",NA,NA,NA,NA,NA,NA,NA
"6874","itis","Neotatea neblinae",NA,NA,NA,NA,NA,NA,NA
"6875","itis","Nephrolepis biserrata",NA,"Polypodiopsida","Polypodiales","Nephrolepidaceae","Nephrolepis","Nephrolepis biserrata",NA
"6876","itis","Nephrolepis brownii",NA,"Polypodiopsida","Polypodiales","Nephrolepidaceae","Nephrolepis","Nephrolepis brownii",NA
"6877","itis","Nephrolepis cordifolia",NA,"Polypodiopsida","Polypodiales","Nephrolepidaceae","Nephrolepis","Nephrolepis cordifolia",NA
"6878","itis","Nephrolepis exaltata",NA,"Polypodiopsida","Polypodiales","Nephrolepidaceae","Nephrolepis","Nephrolepis exaltata",NA
"6879","itis","Nephrolepis hirsutula",NA,"Polypodiopsida","Polypodiales","Nephrolepidaceae","Nephrolepis","Nephrolepis hirsutula",NA
"6880","itis","Nephrolepis pectinata",NA,"Polypodiopsida","Polypodiales","Nephrolepidaceae","Nephrolepis","Nephrolepis pectinata",NA
"6881","itis","Nephrolepis pendula",NA,"Polypodiopsida","Polypodiales","Nephrolepidaceae","Nephrolepis","Nephrolepis pendula",NA
"6882","itis","Nephrolepis rivularis",NA,"Polypodiopsida","Polypodiales","Nephrolepidaceae","Nephrolepis","Nephrolepis rivularis",NA
"6883","itis","Nepsera aquatica",NA,"Magnoliopsida","Myrtales","Melastomataceae","Nepsera","Nepsera aquatica",NA
"6884","itis","Neptunia oleracea",NA,"Magnoliopsida","Fabales","Fabaceae","Neptunia","Neptunia oleracea",NA
"6885","itis","Neptunia prostrata",NA,NA,NA,NA,NA,"Neptunia prostrata",NA
"6886","itis","Nerium oleander",NA,"Magnoliopsida","Gentianales","Apocynaceae","Nerium","Nerium oleander",NA
"6887","itis","Neurolaena lobata",NA,"Magnoliopsida","Asterales","Asteraceae","Neurolaena","Neurolaena lobata",NA
"6888","itis","Neurolejeunea seminervis",NA,"Jungermanniopsida","Porellales","Lejeuneaceae","Neurolejeunea","Neurolejeunea seminervis",NA
"6889","itis","Neurotheca loeselioides",NA,NA,NA,NA,NA,NA,NA
"6890","itis","Neustanthus phaseoloides",NA,NA,NA,NA,NA,NA,NA
"6891","itis","Nicotiana alata",NA,"Magnoliopsida","Solanales","Solanaceae","Nicotiana","Nicotiana alata",NA
"6892","itis","Nicotiana langsdorffii",NA,"Magnoliopsida","Solanales","Solanaceae","Nicotiana","Nicotiana langsdorffii",NA
"6893","itis","Nicotiana tabacum",NA,"Magnoliopsida","Solanales","Solanaceae","Nicotiana","Nicotiana tabacum",NA
"6894","itis","Nicotiana tomentosa",NA,"Magnoliopsida","Solanales","Solanaceae","Nicotiana","Nicotiana tomentosa",NA
"6895","itis","Niedenzuella lasiandra",NA,NA,NA,NA,NA,NA,NA
"6896","itis","Niedenzuella poeppigiana",NA,NA,NA,NA,NA,NA,NA
"6897","itis","Niedenzuella stannea",NA,NA,NA,NA,NA,NA,NA
"6898","itis","Nietneria corymbosa",NA,NA,NA,NA,NA,NA,NA
"6899","itis","Nietneria paniculata",NA,NA,NA,NA,NA,NA,NA
"6900","itis","Niphidium crassifolium",NA,"Polypodiopsida","Polypodiales","Polypodiaceae","Niphidium","Niphidium crassifolium",NA
"6901","itis","Nissolia brasiliensis",NA,NA,NA,NA,NA,NA,NA
"6902","itis","Nohawilliamsia pirarensis",NA,NA,NA,NA,NA,NA,NA
"6903","itis","Norantea goyazensis",NA,NA,NA,NA,NA,NA,NA
"6904","itis","Norantea guianensis",NA,NA,NA,NA,NA,NA,NA
"6905","itis","Noterophila bivalvis",NA,NA,NA,NA,NA,NA,NA
"6906","itis","Noterophila crassipes",NA,NA,NA,NA,NA,NA,NA
"6907","itis","Noterophila limnobios",NA,NA,NA,NA,NA,NA,NA
"6908","itis","Noterophila tetramera",NA,NA,NA,NA,NA,NA,NA
"6909","itis","Nothotalisia peruviana",NA,NA,NA,NA,NA,NA,NA
"6910","itis","Notopleura aligera",NA,NA,NA,NA,NA,NA,NA
"6911","itis","Notopleura aneurophylloides",NA,NA,NA,NA,NA,NA,NA
"6912","itis","Notopleura crassa",NA,NA,NA,NA,NA,NA,NA
"6913","itis","Notopleura epiphytica",NA,NA,NA,NA,NA,NA,NA
"6914","itis","Notopleura iridescens",NA,NA,NA,NA,NA,NA,NA
"6915","itis","Notopleura leucantha",NA,NA,NA,NA,NA,NA,NA
"6916","itis","Notopleura macrophylla",NA,NA,NA,NA,NA,NA,NA
"6917","itis","Notopleura parasiggersiana",NA,NA,NA,NA,NA,NA,NA
"6918","itis","Notopleura plagiantha",NA,NA,NA,NA,NA,NA,NA
"6919","itis","Notopleura polyphlebia",NA,NA,NA,NA,NA,NA,NA
"6920","itis","Notopleura siggersiana",NA,NA,NA,NA,NA,NA,NA
"6921","itis","Notopleura tapajozensis",NA,NA,NA,NA,NA,NA,NA
"6922","itis","Notopleura tolimensis",NA,NA,NA,NA,NA,NA,NA
"6923","itis","Notopleura uliginosa",NA,"Magnoliopsida","Gentianales","Rubiaceae","Notopleura","Notopleura uliginosa",NA
"6924","itis","Notylia angustifolia",NA,NA,NA,NA,NA,NA,NA
"6925","itis","Notylia sagittifera",NA,NA,NA,NA,NA,NA,NA
"6926","itis","Nowellia curvifolia",NA,"Jungermanniopsida","Jungermanniales","Cephaloziaceae","Nowellia","Nowellia curvifolia",NA
"6927","itis","Nowellia reedii",NA,"Jungermanniopsida","Jungermanniales","Cephaloziaceae","Nowellia","Nowellia reedii",NA
"6928","itis","Nycticalanthus speciosus",NA,NA,NA,NA,NA,NA,NA
"6929","itis","Nymphaea belophylla",NA,NA,NA,NA,NA,NA,NA
"6930","itis","Nymphaea gardneriana",NA,NA,NA,NA,NA,NA,NA
"6931","itis","Nymphaea glandulifera",NA,"Magnoliopsida","Nymphaeales","Nymphaeaceae","Nymphaea","Nymphaea glandulifera",NA
"6932","itis","Nymphaea potamophila",NA,NA,NA,NA,NA,NA,NA
"6933","itis","Nymphaea rudgeana",NA,"Magnoliopsida","Nymphaeales","Nymphaeaceae","Nymphaea","Nymphaea rudgeana",NA
"6934","itis","Ocellochloa chapadensis",NA,"Magnoliopsida","Poales","Poaceae","Ocellochloa","Ocellochloa chapadensis",NA
"6935","itis","Ocellochloa latissima",NA,"Magnoliopsida","Poales","Poaceae","Ocellochloa","Ocellochloa latissima",NA
"6936","itis","Ocellochloa stolonifera",NA,"Magnoliopsida","Poales","Poaceae","Ocellochloa","Ocellochloa stolonifera",NA
"6937","itis","Ochrobryum gardneri",NA,NA,NA,NA,NA,NA,NA
"6938","itis","Ochrobryum subulatum",NA,NA,NA,NA,NA,NA,NA
"6939","itis","Ochroma pyramidale",NA,"Magnoliopsida","Malvales","Malvaceae","Ochroma","Ochroma pyramidale",NA
"6940","itis","Ochthocosmus barrae",NA,NA,NA,NA,NA,NA,NA
"6941","itis","Ocimum americanum",NA,"Magnoliopsida","Lamiales","Lamiaceae","Ocimum","Ocimum americanum",NA
"6942","itis","Ocimum basilicum",NA,"Magnoliopsida","Lamiales","Lamiaceae","Ocimum","Ocimum basilicum",NA
"6943","itis","Ocimum campechianum",NA,"Magnoliopsida","Lamiales","Lamiaceae","Ocimum","Ocimum campechianum",NA
"6944","itis","Ocimum carnosum",NA,NA,NA,NA,NA,NA,NA
"6945","itis","Ocimum gratissimum",NA,"Magnoliopsida","Lamiales","Lamiaceae","Ocimum","Ocimum gratissimum",NA
"6946","itis","Ocimum tenuiflorum",NA,"Magnoliopsida","Lamiales","Lamiaceae","Ocimum","Ocimum tenuiflorum",NA
"6947","itis","Ocotea aciphylla",NA,NA,NA,NA,NA,NA,NA
"6948","itis","Ocotea adenotrachelium",NA,NA,NA,NA,NA,NA,NA
"6949","itis","Ocotea alaris",NA,NA,NA,NA,NA,NA,NA
"6950","itis","Ocotea albopunctulata",NA,NA,NA,NA,NA,NA,NA
"6951","itis","Ocotea amazonica",NA,NA,NA,NA,NA,NA,NA
"6952","itis","Ocotea argyrophylla",NA,NA,NA,NA,NA,NA,NA
"6953","itis","Ocotea bofo",NA,NA,NA,NA,NA,NA,NA
"6954","itis","Ocotea boissieriana",NA,NA,NA,NA,NA,NA,NA
"6955","itis","Ocotea camphoromoea",NA,NA,NA,NA,NA,NA,NA
"6956","itis","Ocotea canaliculata",NA,NA,NA,NA,NA,NA,NA
"6957","itis","Ocotea cernua",NA,NA,NA,NA,NA,NA,NA
"6958","itis","Ocotea cinerea",NA,NA,NA,NA,NA,NA,NA
"6959","itis","Ocotea clavigera",NA,NA,NA,NA,NA,NA,NA
"6960","itis","Ocotea costulata",NA,NA,NA,NA,NA,NA,NA
"6961","itis","Ocotea cujumary",NA,NA,NA,NA,NA,NA,NA
"6962","itis","Ocotea debilis",NA,NA,NA,NA,NA,NA,NA
"6963","itis","Ocotea delicata",NA,NA,NA,NA,NA,NA,NA
"6964","itis","Ocotea diospyrifolia",NA,NA,NA,NA,NA,NA,NA
"6965","itis","Ocotea douradensis",NA,NA,NA,NA,NA,NA,NA
"6966","itis","Ocotea duidensis",NA,NA,NA,NA,NA,NA,NA
"6967","itis","Ocotea duplocolorata",NA,NA,NA,NA,NA,NA,NA
"6968","itis","Ocotea esmeraldana",NA,NA,NA,NA,NA,NA,NA
"6969","itis","Ocotea floribunda",NA,"Magnoliopsida","Laurales","Lauraceae","Ocotea","Ocotea floribunda",NA
"6970","itis","Ocotea glomerata",NA,NA,NA,NA,NA,NA,NA
"6971","itis","Ocotea gracilis",NA,NA,NA,NA,NA,NA,NA
"6972","itis","Ocotea guianensis",NA,NA,NA,NA,NA,NA,NA
"6973","itis","Ocotea immersa",NA,NA,NA,NA,NA,NA,NA
"6974","itis","Ocotea insularis",NA,NA,NA,NA,NA,NA,NA
"6975","itis","Ocotea javitensis",NA,NA,NA,NA,NA,NA,NA
"6976","itis","Ocotea leptobotra",NA,NA,NA,NA,NA,NA,NA
"6977","itis","Ocotea leucoxylon",NA,"Magnoliopsida","Laurales","Lauraceae","Ocotea","Ocotea leucoxylon",NA
"6978","itis","Ocotea liesneri",NA,NA,NA,NA,NA,NA,NA
"6979","itis","Ocotea longifolia",NA,NA,NA,NA,NA,NA,NA
"6980","itis","Ocotea marmellensis",NA,NA,NA,NA,NA,NA,NA
"6981","itis","Ocotea matogrossensis",NA,NA,NA,NA,NA,NA,NA
"6982","itis","Ocotea minor",NA,NA,NA,NA,NA,NA,NA
"6983","itis","Ocotea myriantha",NA,NA,NA,NA,NA,NA,NA
"6984","itis","Ocotea neblinae",NA,NA,NA,NA,NA,NA,NA
"6985","itis","Ocotea neesiana",NA,NA,NA,NA,NA,NA,NA
"6986","itis","Ocotea nigrescens",NA,NA,NA,NA,NA,NA,NA
"6987","itis","Ocotea nitida",NA,NA,NA,NA,NA,NA,NA
"6988","itis","Ocotea nobilis",NA,NA,NA,NA,NA,NA,NA
"6989","itis","Ocotea obliqua",NA,NA,NA,NA,NA,NA,NA
"6990","itis","Ocotea oblonga",NA,NA,NA,NA,NA,NA,NA
"6991","itis","Ocotea obovata",NA,NA,NA,NA,NA,NA,NA
"6992","itis","Ocotea odorata",NA,NA,NA,NA,NA,NA,NA
"6993","itis","Ocotea olivacea",NA,NA,NA,NA,NA,NA,NA
"6994","itis","Ocotea oppositifolia",NA,NA,NA,NA,NA,NA,NA
"6995","itis","Ocotea pauciflora",NA,NA,NA,NA,NA,NA,NA
"6996","itis","Ocotea percurrens",NA,NA,NA,NA,NA,NA,NA
"6997","itis","Ocotea puberula",NA,NA,NA,NA,NA,NA,NA
"6998","itis","Ocotea rhodophylla",NA,NA,NA,NA,NA,NA,NA
"6999","itis","Ocotea rhynchophylla",NA,NA,NA,NA,NA,NA,NA
"7000","itis","Ocotea rubrinervis",NA,NA,NA,NA,NA,NA,NA
"7001","itis","Ocotea sandwithii",NA,NA,NA,NA,NA,NA,NA
"7002","itis","Ocotea scabrella",NA,NA,NA,NA,NA,NA,NA
"7003","itis","Ocotea schomburgkiana",NA,NA,NA,NA,NA,NA,NA
"7004","itis","Ocotea spectabilis",NA,NA,NA,NA,NA,NA,NA
"7005","itis","Ocotea spixiana",NA,NA,NA,NA,NA,NA,NA
"7006","itis","Ocotea splendens",NA,NA,NA,NA,NA,NA,NA
"7007","itis","Ocotea subrutilans",NA,NA,NA,NA,NA,NA,NA
"7008","itis","Ocotea subterminalis",NA,NA,NA,NA,NA,NA,NA
"7009","itis","Ocotea tabacifolia",NA,NA,NA,NA,NA,NA,NA
"7010","itis","Ocotea tenella",NA,NA,NA,NA,NA,NA,NA
"7011","itis","Ocotea tomentella",NA,NA,NA,NA,NA,NA,NA
"7012","itis","Ocotea wurdackiana",NA,NA,NA,NA,NA,NA,NA
"7013","itis","Octoblepharum africanum",NA,NA,NA,NA,NA,NA,NA
"7014","itis","Octoblepharum albidum",NA,"Bryopsida","Dicranales","Leucophanaceae","Octoblepharum","Octoblepharum albidum",NA
"7015","itis","Octoblepharum ampullaceum",NA,NA,NA,NA,NA,NA,NA
"7016","itis","Octoblepharum cocuiense",NA,NA,NA,NA,NA,NA,NA
"7017","itis","Octoblepharum cylindricum",NA,NA,NA,NA,NA,NA,NA
"7018","itis","Octoblepharum erectifolium",NA,NA,NA,NA,NA,NA,NA
"7019","itis","Octoblepharum leucobryoides",NA,NA,NA,NA,NA,NA,NA
"7020","itis","Octoblepharum pulvinatum",NA,NA,NA,NA,NA,NA,NA
"7021","itis","Octoblepharum rhaphidostegium",NA,NA,NA,NA,NA,NA,NA
"7022","itis","Octoblepharum stramineum",NA,NA,NA,NA,NA,NA,NA
"7023","itis","Octoblepharum tatei",NA,NA,NA,NA,NA,NA,NA
"7024","itis","Octomeria colombiana",NA,NA,NA,NA,NA,NA,NA
"7025","itis","Octomeria doucetteana",NA,NA,NA,NA,NA,NA,NA
"7026","itis","Octomeria erosilabia",NA,NA,NA,NA,NA,NA,NA
"7027","itis","Octomeria grandiflora",NA,NA,NA,NA,NA,NA,NA
"7028","itis","Octomeria guentheriana",NA,NA,NA,NA,NA,NA,NA
"7029","itis","Octomeria minor",NA,NA,NA,NA,NA,NA,NA
"7030","itis","Octomeria parvifolia",NA,NA,NA,NA,NA,NA,NA
"7031","itis","Octomeria scirpoidea",NA,NA,NA,NA,NA,NA,NA
"7032","itis","Octomeria surinamensis",NA,NA,NA,NA,NA,NA,NA
"7033","itis","Octomeria tridentata",NA,NA,NA,NA,NA,NA,NA
"7034","itis","Octomeria yauaperyensis",NA,NA,NA,NA,NA,NA,NA
"7035","itis","Odontadenia funigera",NA,NA,NA,NA,NA,NA,NA
"7036","itis","Odontadenia geminata",NA,NA,NA,NA,NA,NA,NA
"7037","itis","Odontadenia glauca",NA,NA,NA,NA,NA,NA,NA
"7038","itis","Odontadenia hypoglauca",NA,NA,NA,NA,NA,NA,NA
"7039","itis","Odontadenia kochii",NA,NA,NA,NA,NA,NA,NA
"7040","itis","Odontadenia krukovii",NA,NA,NA,NA,NA,NA,NA
"7041","itis","Odontadenia laxiflora",NA,NA,NA,NA,NA,NA,NA
"7042","itis","Odontadenia lutea",NA,NA,NA,NA,NA,NA,NA
"7043","itis","Odontadenia nitida",NA,NA,NA,NA,NA,NA,NA
"7044","itis","Odontadenia perrottetii",NA,NA,NA,NA,NA,NA,NA
"7045","itis","Odontadenia puncticulosa",NA,NA,NA,NA,NA,NA,NA
"7046","itis","Odontadenia semidigyna",NA,NA,NA,NA,NA,NA,NA
"7047","itis","Odontadenia stemmadeniifolia",NA,NA,NA,NA,NA,NA,NA
"7048","itis","Odontadenia verrucosa",NA,NA,NA,NA,NA,NA,NA
"7049","itis","Odontocarya amazonum",NA,NA,NA,NA,NA,NA,NA
"7050","itis","Odontocarya diplobotrya",NA,NA,NA,NA,NA,NA,NA
"7051","itis","Odontocarya emarginata",NA,NA,NA,NA,NA,NA,NA
"7052","itis","Odontocarya floribunda",NA,NA,NA,NA,NA,NA,NA
"7053","itis","Odontocarya krukoviana",NA,NA,NA,NA,NA,NA,NA
"7054","itis","Odontocarya magnifolia",NA,NA,NA,NA,NA,NA,NA
"7055","itis","Odontocarya membranacea",NA,NA,NA,NA,NA,NA,NA
"7056","itis","Odontocarya micrantha",NA,NA,NA,NA,NA,NA,NA
"7057","itis","Odontocarya tamoides",NA,NA,NA,NA,NA,NA,NA
"7058","itis","Odontocarya tripetala",NA,NA,NA,NA,NA,NA,NA
"7059","itis","Odontocarya wullschlaegelii",NA,NA,NA,NA,NA,NA,NA
"7060","itis","Odontolejeunea decemdentata",NA,"Jungermanniopsida","Porellales","Lejeuneaceae","Odontolejeunea","Odontolejeunea decemdentata",NA
"7061","itis","Odontolejeunea lunulata",NA,"Jungermanniopsida","Porellales","Lejeuneaceae","Odontolejeunea","Odontolejeunea lunulata",NA
"7062","itis","Odontolejeunea rhomalea",NA,"Jungermanniopsida","Porellales","Lejeuneaceae","Odontolejeunea","Odontolejeunea rhomalea",NA
"7063","itis","Odontonema liesneri",NA,NA,NA,NA,NA,NA,NA
"7064","itis","Odontonema speciosum",NA,NA,NA,NA,NA,NA,NA
"7065","itis","Odontonema tubaeforme",NA,"Magnoliopsida","Lamiales","Acanthaceae","Odontonema","Odontonema tubaeforme",NA
"7066","itis","Odontoschisma bifidum",NA,"Jungermanniopsida","Jungermanniales","Cephaloziaceae","Odontoschisma","Odontoschisma bifidum",NA
"7067","itis","Odontoschisma brasiliense",NA,"Jungermanniopsida","Jungermanniales","Cephaloziaceae","Odontoschisma","Odontoschisma brasiliense",NA
"7068","itis","Odontoschisma denudatum",NA,"Jungermanniopsida","Jungermanniales","Cephaloziaceae","Odontoschisma","Odontoschisma denudatum",NA
"7069","itis","Odontoschisma longiflorum",NA,"Jungermanniopsida","Jungermanniales","Cephaloziaceae","Odontoschisma","Odontoschisma longiflorum",NA
"7070","itis","Odontoschisma portoricense",NA,"Jungermanniopsida","Jungermanniales","Cephaloziaceae","Odontoschisma","Odontoschisma portoricense",NA
"7071","itis","Odontoschisma variabile",NA,"Jungermanniopsida","Jungermanniales","Cephaloziaceae","Odontoschisma","Odontoschisma variabile",NA
"7072","itis","Oedochloa procurrens",NA,NA,NA,NA,NA,NA,NA
"7073","itis","Oenothera affinis",NA,"Magnoliopsida","Myrtales","Onagraceae","Oenothera","Oenothera affinis",NA
"7074","itis","Oenothera indecora",NA,NA,NA,NA,NA,NA,NA
"7075","itis","Oldenlandia corymbosa",NA,"Magnoliopsida","Gentianales","Rubiaceae","Oldenlandia","Oldenlandia corymbosa",NA
"7076","itis","Oldenlandia lancifolia",NA,"Magnoliopsida","Gentianales","Rubiaceae","Oldenlandia","Oldenlandia lancifolia",NA
"7077","itis","Oldenlandia tenuis",NA,NA,NA,NA,NA,NA,NA
"7078","itis","Oleandra amazonica",NA,NA,NA,NA,NA,NA,NA
"7079","itis","Oleandra articulata",NA,"Polypodiopsida","Polypodiales","Oleandraceae","Oleandra","Oleandra articulata",NA
"7080","itis","Oleandra pilosa",NA,NA,NA,NA,NA,NA,NA
"7081","itis","Olfersia cervina",NA,NA,NA,NA,NA,"Olfersia cervina",NA
"7082","itis","Olfersia macrostegia",NA,NA,NA,NA,NA,NA,NA
"7083","itis","Olfersia ochropteroides",NA,NA,NA,NA,NA,NA,NA
"7084","itis","Olyra caudata",NA,"Magnoliopsida","Poales","Poaceae","Olyra","Olyra caudata",NA
"7085","itis","Olyra ciliatifolia",NA,"Magnoliopsida","Poales","Poaceae","Olyra","Olyra ciliatifolia",NA
"7086","itis","Olyra davidseana",NA,"Magnoliopsida","Poales","Poaceae","Olyra","Olyra davidseana",NA
"7087","itis","Olyra ecaudata",NA,"Magnoliopsida","Poales","Poaceae","Olyra","Olyra ecaudata",NA
"7088","itis","Olyra humilis",NA,"Magnoliopsida","Poales","Poaceae","Olyra","Olyra humilis",NA
"7089","itis","Olyra juruana",NA,"Magnoliopsida","Poales","Poaceae","Olyra","Olyra juruana",NA
"7090","itis","Olyra latifolia",NA,"Magnoliopsida","Poales","Poaceae","Olyra","Olyra latifolia",NA
"7091","itis","Olyra longifolia",NA,"Magnoliopsida","Poales","Poaceae","Olyra","Olyra longifolia",NA
"7092","itis","Olyra loretensis",NA,"Magnoliopsida","Poales","Poaceae","Olyra","Olyra loretensis",NA
"7093","itis","Olyra tamanquareana",NA,"Magnoliopsida","Poales","Poaceae","Olyra","Olyra tamanquareana",NA
"7094","itis","Olyra wurdackii",NA,"Magnoliopsida","Poales","Poaceae","Olyra","Olyra wurdackii",NA
"7095","itis","Omphalea diandra",NA,NA,NA,NA,NA,NA,NA
"7096","itis","Oncidium baueri",NA,NA,NA,NA,NA,"Oncidium baueri",NA
"7097","itis","Onychopetalum amazonicum",NA,NA,NA,NA,NA,NA,NA
"7098","itis","Onychopetalum periquino",NA,NA,NA,NA,NA,NA,NA
"7099","itis","Operculina hamiltonii",NA,NA,NA,NA,NA,NA,NA
"7100","itis","Ophiocaryon barnebyanum",NA,NA,NA,NA,NA,NA,NA
"7101","itis","Ophiocaryon duckei",NA,NA,NA,NA,NA,NA,NA
"7102","itis","Ophiocaryon heterophyllum",NA,NA,NA,NA,NA,NA,NA
"7103","itis","Ophiocaryon klugii",NA,NA,NA,NA,NA,NA,NA
"7104","itis","Ophiocaryon manausense",NA,NA,NA,NA,NA,NA,NA
"7105","itis","Ophioglossum nudicaule",NA,"Polypodiopsida","Ophioglossales","Ophioglossaceae","Ophioglossum","Ophioglossum nudicaule",NA
"7106","itis","Opisthocentra clidemioides",NA,NA,NA,NA,NA,NA,NA
"7107","itis","Oplismenus burmannii",NA,"Magnoliopsida","Poales","Poaceae","Oplismenus","Oplismenus burmannii",NA
"7108","itis","Oplismenus compositus",NA,"Magnoliopsida","Poales","Poaceae","Oplismenus","Oplismenus compositus",NA
"7109","itis","Oplismenus hirtellus",NA,"Magnoliopsida","Poales","Poaceae","Oplismenus","Oplismenus hirtellus",NA
"7110","itis","Orectanthe sceptrum",NA,NA,NA,NA,NA,NA,NA
"7111","itis","Oreopanax capitatus",NA,"Magnoliopsida","Apiales","Araliaceae","Oreopanax","Oreopanax capitatus",NA
"7112","itis","Orleanesia amazonica",NA,NA,NA,NA,NA,NA,NA
"7113","itis","Orleanesia cuneipetala",NA,NA,NA,NA,NA,NA,NA
"7114","itis","Orleanesia yauaperyensis",NA,NA,NA,NA,NA,NA,NA
"7115","itis","Ormosia amazonica",NA,NA,NA,NA,NA,NA,NA
"7116","itis","Ormosia coarctata",NA,NA,NA,NA,NA,NA,NA
"7117","itis","Ormosia coccinea",NA,NA,NA,NA,NA,NA,NA
"7118","itis","Ormosia costulata",NA,NA,NA,NA,NA,NA,NA
"7119","itis","Ormosia coutinhoi",NA,NA,NA,NA,NA,NA,NA
"7120","itis","Ormosia discolor",NA,NA,NA,NA,NA,NA,NA
"7121","itis","Ormosia elata",NA,NA,NA,NA,NA,NA,NA
"7122","itis","Ormosia excelsa",NA,NA,NA,NA,NA,NA,NA
"7123","itis","Ormosia fastigiata",NA,NA,NA,NA,NA,NA,NA
"7124","itis","Ormosia flava",NA,NA,NA,NA,NA,NA,NA
"7125","itis","Ormosia grandiflora",NA,NA,NA,NA,NA,NA,NA
"7126","itis","Ormosia grossa",NA,NA,NA,NA,NA,NA,NA
"7127","itis","Ormosia holerythra",NA,NA,NA,NA,NA,NA,NA
"7128","itis","Ormosia lignivalvis",NA,NA,NA,NA,NA,NA,NA
"7129","itis","Ormosia macrocalyx",NA,"Magnoliopsida","Fabales","Fabaceae","Ormosia","Ormosia macrocalyx",NA
"7130","itis","Ormosia macrophylla",NA,NA,NA,NA,NA,NA,NA
"7131","itis","Ormosia nobilis","Arthropoda","Insecta","Diptera","Tipulidae","Ormosia","Ormosia nobilis",NA
"7132","itis","Ormosia paraensis",NA,NA,NA,NA,NA,NA,NA
"7133","itis","Ormosia santaremnensis",NA,NA,NA,NA,NA,NA,NA
"7134","itis","Ormosia smithii",NA,NA,NA,NA,NA,NA,NA
"7135","itis","Ormosia solimoesensis",NA,NA,NA,NA,NA,NA,NA
"7136","itis","Ormosia steyermarkii",NA,NA,NA,NA,NA,NA,NA
"7137","itis","Ormosia stipularis",NA,NA,NA,NA,NA,NA,NA
"7138","itis","Ormosia subsimplex",NA,NA,NA,NA,NA,NA,NA
"7139","itis","Ormosia trifoliolata",NA,NA,NA,NA,NA,NA,NA
"7140","itis","Ormosia williamsii",NA,NA,NA,NA,NA,NA,NA
"7141","itis","Ornithocephalus ciliatus",NA,NA,NA,NA,NA,NA,NA
"7142","itis","Ornithocephalus cujeticola",NA,NA,NA,NA,NA,NA,NA
"7143","itis","Orthaea wurdackii",NA,NA,NA,NA,NA,NA,NA
"7144","itis","Orthoclada laxa",NA,"Magnoliopsida","Poales","Poaceae","Orthoclada","Orthoclada laxa",NA
"7145","itis","Orthomene hirsuta",NA,NA,NA,NA,NA,NA,NA
"7146","itis","Orthomene schomburgkii",NA,NA,NA,NA,NA,NA,NA
"7147","itis","Orthomene verruculosa",NA,NA,NA,NA,NA,NA,NA
"7148","itis","Orthopappus angustifolius",NA,NA,NA,NA,NA,"Orthopappus angustifolius",NA
"7149","itis","Orthostichopsis praetermissa",NA,NA,NA,NA,NA,NA,NA
"7150","itis","Orthostichopsis tetragona",NA,NA,NA,NA,NA,NA,NA
"7151","itis","Oryctanthus alveolatus",NA,NA,NA,NA,NA,NA,NA
"7152","itis","Oryctanthus florulentus",NA,NA,NA,NA,NA,NA,NA
"7153","itis","Oryctanthus occidentalis",NA,NA,NA,NA,NA,NA,NA
"7154","itis","Oryctanthus phthirusoides",NA,NA,NA,NA,NA,NA,NA
"7155","itis","Oryctanthus spicatus",NA,NA,NA,NA,NA,NA,NA
"7156","itis","Oryctina myrsinites",NA,NA,NA,NA,NA,NA,NA
"7157","itis","Oryza grandiglumis",NA,"Magnoliopsida","Poales","Poaceae","Oryza","Oryza grandiglumis",NA
"7158","itis","Oryza latifolia",NA,"Magnoliopsida","Poales","Poaceae","Oryza","Oryza latifolia",NA
"7159","itis","Oryza rufipogon",NA,"Magnoliopsida","Poales","Poaceae","Oryza","Oryza rufipogon",NA
"7160","itis","Oryza sativa",NA,"Magnoliopsida","Poales","Poaceae","Oryza","Oryza sativa",NA
"7161","itis","Oserya perpusilla",NA,NA,NA,NA,NA,NA,NA
"7162","itis","Ossaea boliviensis",NA,NA,NA,NA,NA,NA,NA
"7163","itis","Ossaea capillaris",NA,NA,NA,NA,NA,NA,NA
"7164","itis","Ossaea cucullata",NA,NA,NA,NA,NA,NA,NA
"7165","itis","Osteophloeum platyspermum",NA,NA,NA,NA,NA,NA,NA
"7166","itis","Otachyrium grandiflorum",NA,"Magnoliopsida","Poales","Poaceae","Otachyrium","Otachyrium grandiflorum",NA
"7167","itis","Otachyrium versicolor",NA,"Magnoliopsida","Poales","Poaceae","Otachyrium","Otachyrium versicolor",NA
"7168","itis","Otigoniolejeunea huctumalcensis",NA,"Jungermanniopsida","Porellales","Lejeuneaceae","Otigoniolejeunea","Otigoniolejeunea huctumalcensis",NA
"7169","itis","Otoba glycycarpa",NA,NA,NA,NA,NA,NA,NA
"7170","itis","Otoba parvifolia",NA,NA,NA,NA,NA,NA,NA
"7171","itis","Otoglossum arminii",NA,NA,NA,NA,NA,NA,NA
"7172","itis","Otoglossum brevifolium",NA,NA,NA,NA,NA,NA,NA
"7173","itis","Ouratea acuminata",NA,NA,NA,NA,NA,NA,NA
"7174","itis","Ouratea amplifolia",NA,NA,NA,NA,NA,NA,NA
